cba_id,overtime_trig,annuleav_trig,N_ALs,comp_scores
memorandum-of-settlement-between-feroze1888-mills-limited-and-feroze1888-mazdoor-dost-union---2012,0,1,1,3.67
memorandum-of-settlement-between-all-pakistan-sports-board-employees-union-cba-and-pakistan-sports-board-islamabad---2012,0,0,0,1
memorandum-of-settlement-between-dadex-eternit-ltd-and-dadex-eternit-ltd-workers-union---2009,0,0,0,1
memorandum-of-settlement-between-m-s-jaffer-brothers-private-limited-and-m-s-jaffer-brothers-private-limited-employees-union---2014,1,0,0,2.33
memorandum-of-settlement-between-m-s-kohinoor-soap-detergents-pvt-ltd-and-m-s-kohinoor-soap-detergents-pvt-ltd-employees-union---2014,0,0,0,1
memorandum-of-agreement-between-m-s-jehangir-services-private-limited-and-jehangir-services-limited-employees-union---2013,0,1,1,3.67
reckitt-benckiser-ltd---2012,0,0,0,1
international-foundation-garments-pvt-ltd---2012,0,0,0,1
trading-corporation-of-pakistan-ltd---2011,0,0,0,1
pakistan-gum-industries-pvt-ltd---2013,0,0,1,2.33
unilever-pakistan-ltd---2010,0,0,0,1
memorandum-of-settlement-between-m-s-jaffer-brothers-private-limited-and-m-s-jaffer-brothers-private-limited-employees-union---2011,1,0,0,2.33
memorandum-of-settlement-between-mohammad-irfan-coal-mines-lakhra-and-mohammad-irfan-coal-mines-worker-s-union-lakhra---2011,0,0,0,1
memorandum-of-agreement-between-helix-pharma-pvt-ltd-and-helix-pharma-pvt-ltd-employees-union---2012,0,0,0,1
memorandum-of-agreement-between-muhammad-jamil-and-co-pvt-ltd-and-muhammad-jamil-company-workers-union-lakhra---2012,0,1,1,3.67
memorandum-of-agreement-between-karim-bux-coal-mines-khanote-and-karim-bux-coal-mine-workers-union---2011,0,0,0,1
memorandum-of-settlement-between-unilever-pakistan-limited-and-unilever-employees-federation-of-pakistan---2012,0,1,0,2.33
memorandum-of-settlement-between-regent-plaza-hotel-convention-centre-and-regent-plaza-hotel-convention-centre-labour-union---2013,0,0,0,1
memorandum-of-agreement-between-abdul-qadar-rajar-coal-mines-and-abdul-qadar-mines-workers-union---2009,0,0,1,2.33
memorandum-of-agreement-between-karim-buksh-coal-mines-khanote-and-karim-buksh-coal-mine-workers-union---2009,0,0,0,1
memorandum-of-agreement-between-universal-mines-lakhra-coal-mines-field-and-universal-mines-worker-s-union---2009,0,0,0,1
memorandum-of-settlement-between-allied-bank-limited-and-allied-bank-worker-s-federation-of-pakistan---2011,1,0,0,2.33
memorandum-of-settlement-mondelez-pakistan-limited-and-cadbury-pakistan-progressive-employees-union---2012,0,1,1,3.67
memorandum-of-settlement-between-singer-pakistan-limited-and-singer-industries-labour-union---2015,0,1,0,2.33
memorandum-of-agreement-between-pakistan-cables-limited-and-pakistan-cables-employees-union---2014,0,1,0,2.33
memorandum-of-agreement-between-glaxosmithkline-pakistan-limited-and-glaxosmithkline-pakistan-limited-labour-union-pakistan---2011,0,0,0,1
memorandum-of-agreement-between-hamsons-industries-landhi-unit-and-hamsons-industries-landhi-unit-workers-union---2012,0,1,0,2.33
memorandum-of-agreement-between-phoenix-armour-pvt-ltd-and-phoenix-armour-workers-union---2015,1,0,0,2.33
memorandum-of-settlement-between-karam-ceramics-ltd-and-karam-ceramics-ltd-employees-union---2015,0,0,0,1
memorandum-of-settlement-between-unilever-pakistan-foods-ltd-and-the-shaheen-workers-union-unilever-pakistan-foods-ltd---2014,1,1,0,3.67
memorandum-of-settlement-between-singer-pakistan-ltd-and-singer-industries-labour-union---2013,0,1,0,2.33
memorandum-of-settlement-between-rafhan-best-foods-limited-and-rafhan-best-foods-limited-employees-union-kasur---2012,1,1,0,3.67
memorandum-of-agreement-between-trading-corporation-of-pakistan-ltd-and-trading-corporation-of-pakistan-employees-union---2012,0,0,0,1
memo-of-agreement-between-exide-pakistan-ltd-battery-division-and-exide-batteries-employees-union---2013,0,1,0,2.33
memorandum-of-agreement-between-procon-engineering-pvt-ltd-and-procon-employees-union-c-b-a---2015,0,1,1,3.67
memorandum-of-agreement-between-the-searle-company-limited-and-searle-pakistan-ltd-employees-union---2014,0,0,0,1
memorandum-of-settlement-between-pakistan-national-shipping-corporation-pnsc-and-pnsc-workmen-union-cba---2014,0,1,0,2.33
memorandum-of-agreement-between-phoenix-armour-pvt-ltd-and-phoenix-armour-employees-union---2013,0,0,0,1
memorandum-of-settlement-between-sui-southern-gas-company-ltd-and-people-labour-union-of-sui-southern-gas-company-ltd---2010,0,0,0,1
memorandum-of-settlement-between-pakistan-oil-fields-limited-and-united-workers-union-pakistan-oil-fields-limited---2013,0,0,0,1
memorandum-of-settlement-between-muller-phipps-pakistan-pvt-ltd-and-muller-phipps-pakistan-pvt-ltd-employees-union---2015,0,1,0,2.33
memorandum-of-settlement-between-muller-phipps-pakistan-pvt-ltd-and-muller-phipps-pakistan-pvt-ltd-employees-union---2013,1,0,0,2.33
memorandum-of-settlement-between-united-bank-ltd-and-united-bank-ltd-employees-workmen-union---2013,0,0,0,1
memorandum-of-agreement-between-macter-international-ltd-and-macter-international-employees-union---2013,1,0,0,2.33
collective-agreement-between-pak-arab-refinery-ltd-and-parco-workers-union---2012,1,1,0,3.67
memorandum-of-agreement-between-dynea-pakistan-limited-hub-unit-and-dynea-pakistan-labour-union---2014,0,1,0,2.33
memorandum-of-settlement-between-fatima-fertilizer-company-limited-and-workers-union-fatima-fertilizer-company-limited---2014,0,0,0,1
agreement-settlement-between-union-of-associated-industries-limited---2001,0,0,0,1
agreement-settlement-between-union-of-associated-industries-limited---2003,0,0,0,1
agreement-settlement-between-union-of-associated-industries-limited---2008,0,0,0,1
agreement-settlement-between-union-of-associated-industries-limited---2009,0,0,0,1
memorandum-of-settlement-between-atlas-battery-limited-and-the-atlas-group-of-companies-workers-union---2015,0,0,0,1
memorandum-of-settlement-between-adamjee-engineering-private-limited-and-adamjee-engineering-works-employees-union---2014,1,1,0,3.67
memorandum-of-settlement-between-shell-pakistan-limited-and-shell-employees-union---2015,1,1,0,3.67
memorandum-of-settlement-between-philip-morris-pakistan-ltd-and-pak-employees-union---2013,0,0,0,1
memorandum-of-agreement-between-nimir-chemicals-pakistan-limited-and-shaheen-workers-union-nimir-chemicals-pakistan-limited---2013,1,0,0,2.33
memorandum-of-agreement-between-glaxosmithkline-pakistan-limited-and-glaxosmithkline-pakistan-employees-union---2013,0,1,0,2.33
memorandum-of-settlement-between-allied-bank-limited-and-allied-bank-workers-federation-of-pakistan---2013,1,0,0,2.33
collective-agreement-between-sona-welfare-foundation-rawalpindi-and-employees-union-sona-welfare-foundation-regd-district-rawalpindi---2013---2013,0,0,0,1
memorandum-of-settlement-between-rafhan-best-foods-ltd-and-the-employees-union-rafhan-best-foods-ltd---2012,1,1,0,3.67
memorandum-of-settlement-between-packages-limited-and-packages-limited-workers-union---2014,0,0,0,1
memorandum-of-settlement-between-bata-pakistan-ltd-and-pakistan-bata-employees-union---2014,0,0,0,1
memorandum-of-settlement-between-murree-brewery-company-limited-and-muree-brewery-workers-union---2013,1,0,0,2.33
memorandum-of-settlement-between-lucky-textile-mills-and-lucky-textile-mills-behbood-e-madoor-union---2008,0,0,0,1
memorandum-of-settlement-between-ghandhara-nissan-limited-and-ghandhara-nissan-limited-workers-union---2011,0,1,0,2.33
memorandum-of-agreement-between-futehally-chemicals-private-limited-and-futehally-chemicals-mehnatkash-union---2013,0,0,0,1
agreement-settlement-between-atlas-engineering-limited-and-atlas-engineering-workers-union-cba---2012,0,0,0,1
collective-bargaining-agreement-between-pakistan-refinery-limited-and-pakistan-refinery-employees-union---2013,0,1,0,2.33
memorandum-of-agreement-settlement-between-abbott-laboratories-pakistan-limited-and-all-pakistan-abbott-laboratories-employees-union---2014,0,1,0,2.33
memorandum-of-settlement-between-archroma-pakistan-limited-and-archroma-pak-employees-union---2014,0,0,0,1
memorandum-of-settlement-between-helix-pharma-ltd-and-helix-pharma-ltd-employees-union---2014,0,0,0,1
collective-bargaining-agreement-between-atlas-honda-limited-and-atlas-honda-limited-mehnatkash-union---2014,0,1,0,2.33
memorandum-of-settlement-between-habib-bank-limited-and-habib-bank-workers-front-of-pakistan---2009,0,0,0,1
memorandum-of-agreement-between-habibulllah-coal-mining-company-and-habibullah-coal-mining-company-workers-union---2009,0,0,0,1
memorandum-of-settlement-between-ferozsons-laboratories-limited-and-fersrozsons-workers-union---2000,0,0,0,1
memorandum-of-settlement-between-shell-pakistan-limited-and-shell-employees-union---2006,1,1,0,3.67
memorandum-of-settlement-between-allied-bank-limited-and-allied-bank-worker-s-federation-of-pakistan---2008,0,1,0,2.33
memorandum-of-settlement-between-tip-and-tip-employees-and-workers-union---1991,0,0,0,1
memorandum-of-settlement-between-tip-and-tip-employees-and-workers-union---1999,0,0,0,1
arcelor-mittal_2017,1,1,0,3.67
leonardo_2012,1,1,0,3.67
zywiec_2010,1,0,0,2.33
bnp_paribas_2016,1,0,0,2.33
philip-morris_2005,1,1,1,5
veolia_2017,1,1,1,5
pracownik-w-nie-b-d-cych-nauczycielami_szko-ach-i-plac-wkach_-d-_2009,0,0,1,2.33
skanska_2014,0,1,1,3.67
stockmanni-kl,0,0,0,1
2012-kl-allkirjastatud,0,0,0,1
2016-07-01-kl-koos-lisadega-allkirjastatud,1,1,0,3.67
kollektiivleping-koos-lisadega-allkirjastatud-as-prisma-peremarket---2016,1,1,0,3.67
kksz_orszagos-takarekszovetkezet,0,0,1,2.33
afesz-paks-es-videke-2013,1,0,0,2.33
az-egri-tanker-leti-k-zpont-k-znevel-si-int-zm-nyei_2017,0,0,0,1
magyar-posta_2012,1,1,0,3.67
gehungary_2013,1,1,0,3.67
vksz_2018,1,1,0,3.67
dunaferr_2019,1,0,0,2.33
aeek_msz-eddsz_2017,1,1,0,3.67
m-v--start-zrt_2018,1,1,0,3.67
-p-t-ipari-gazati-kollekt-v-szerz-d-s_2013,1,1,0,3.67
convenio-de-comercio-textil-para-la-provincia-de-alicante-2014-2016,1,1,0,3.67
convenio-colectivo-estatal-de-grandes-almacenes-entre-la-asociaci-n-nacional-de-grandes-empresas-de-distribuci-n-anged-y-los-sindicatos-fasga-y-fetico,1,1,0,3.67
convenio-colectivo-entre-las-empresas-del-grupo-vips-y-las-organizaciones-sindicales-cc-oo-fetico-y-ugt-2015-2018-,1,1,0,3.67
convenio-colectivo-de-mbito-provincial-para-el-comercio-en-general-excepto-comercio-de-ganader-a-y-comercio-metal-de-palencia-2015-2017,1,1,0,3.67
convenio-colectivo-estatal-del-comercio-minorista-de-droguer-as-herborister-as-y-perfumer-as-2012-2016_1,1,1,0,3.67
convenio-colectivo-entre-mercadona-s-a-forns-valencians-forva-s-a-unipersonal-mena-supermercados-s-l-saskibe-s-l-y-de-otra-parte-por-las-sindicatos-m-s-representativos-u-g-t-y-cc-oo,0,1,0,2.33
convenio-colectivo-entre-lidl-supermercados-sau-y-de-otra-parte-por-los-sindicatos-m-s-representativos-smc-ugt-y-federaci-n-de-servicios-de-ccoo,1,0,0,2.33
convenio-colectivo-medianas-superficies-alimentacio-n-de-castilla-y-leo-n-2015-2019,1,1,0,3.67
modelo-de-contrato-colectivo-para-la-tutela-de-los-derechos-de-las-trabajadoras-y-de-la-igualdad-de-g-nero-2016,0,0,0,1
v-acuerdo-laboral-de-mbito-estatal-para-el-sector-de-hosteler-a-2015-2019-con-acta-de-acuerdos-de-la-comision-negociadora-del-v-acuerdo-laboral-de-mbito-estatal-para-el-sector-de-hosteler-a-aleh-v-2019-2010,0,1,0,2.33
acuerdo-mundial-entre-codere-y-uni-global-union-para-el-respeto-y-la-promoci-n-del-trabajo-digno-y-los-derechos-laborales-2013---2015,1,0,0,2.33
acuerdo-marco-global-entre-industria-de-dise-o-textil-s-a-inditex-s-a-e-industriall-global-union-2014---2015,0,0,0,1
acuerdo-mundial-entre-inditex-industria-de-dise-o-textil-s-a-y-uni-global-union-para-el-respeto-y-la-promoci-n-del-trabajo-digno-y-los-derechos-laborales-2009,0,0,0,1
acuerdo-mundial-iuf--uita-melia-hotels-international-s-a,0,0,0,1
convenio-colectivo-banco-de-espa-a-2016-2017,0,1,0,2.33
convenio-colectivo-de-la-empresa-burger-king-spain-s-l-u-2017---2020,1,1,0,3.67
convenio-colectivo-marco-para-los-establecimientos-financieros-de-cr-dito-2017-2018,1,0,0,2.33
xviii-convenio-colectivo-nacional-de-empresas-de-ingenier-a-y-oficinas-de-estudios-t-cnicos-2014-2017,1,1,0,3.67
convenio-colectivo-del-grupo-axa-2017-2020,1,1,0,3.67
ii-convenio-colectivo-de-mbito-estatal-del-sector-de-contact-center-2017---2019,1,1,0,3.67
vi-convenio-colectivo-estatal-de-empresas-de-trabajo-temporal-2011-2020,1,1,0,3.67
convenio-marco-estatal-para-las-empresas-organizadoras-del-juego-del-bingo-2017-2018-2019,1,1,0,3.67
ii-convenio-colectivo-nacional-de-servicios-de-prevenci-n-ajenos-2017---2018,1,1,0,3.67
convenio-colectivo-de-grandes-almacenes-2017-2020,1,1,0,3.67
convenio-colectivo-nacional-del-ciclo-de-comercio-del-papel-y-artes-gr-ficas-2009-2012,1,1,1,5
convenio-colectivo-general-de-mbito-estatal-para-las-entidades-de-seguros-reaseguros-y-mutuas-colaboradoras-con-la-seguridad-social-a-os-2016-a-2019,1,1,0,3.67
xxi-convenio-colectivo-para-las-sociedades-cooperativas-de-cr-dito-2015---2018,1,1,0,3.67
convenio-colectivo-para-las-cajas-y-entidades-financieras-de-ahorro-2018,1,1,0,3.67
xxi-convenio-colectivo-de-autoescuelas-2008---2009,1,1,0,3.67
convenio-colectivo-laboral-del-comercio-de-muebles-de-la-comunidad-de-madrid-2014---2017,1,0,1,3.67
xi-convenio-colectivo-de-mbito-estatal-de-centros-de-asistencia-y-educaci-n-infantil-2010---2013,1,1,0,3.67
iv-convenio-colectivo-de-la-asociaci-n-aldeas-infantiles-sos-de-espa-a-2008---2011,0,1,0,2.33
convenio-colectivo-del-comercio-vario-de-la-comunidad-de-madrid-para-el-a-o-2015-2016-y-2017,1,1,0,3.67
convenio-colectivo-del-sector-de-comercio-textil-de-la-comunidad-aut-noma-de-madrid-suscrito-por-acotex-acitex-cc-oo-y-ugt-2016---2017,1,1,0,3.67
convenio-colectivo-de-hosteleria-de-bizkaia-a-os-2018-2020,1,1,0,3.67
primer-convenio-colectivo-del-personal-docente-e-investigador-con-contrato-laboral-de-las-universidades-p-blicas-de-andaluc-a-2008---2009,0,1,1,3.67
acta-de-const-tuc-n-de-la-comisi-n-negociadora-del-v-convenio-colectivo-del-transporte-de-enfermos-y-accidentados-en-ambulancia-de-la-comunidad-de-madrid-2014---2016,0,0,0,1
convenio-colectivo-de-oficinas-y-despachos-de-la-comunidad-de-madrid-2013---2017,0,1,0,2.33
convenio-colectivo-propio-acciona-multiservicios-sa-2013---2014,1,1,0,3.67
convenio-colectivo-de-la-empresa-iss-facility-services-s-a-servicios-auxiliares-y-sus-trabajadores-2014---2016,0,1,0,2.33
acuerdo-de-pr-rroga-del-i-convenio-colectivo-de-administrador-de-infraestructuras-ferroviarias-2009---2010,0,0,0,1
viii-convenio-colectivo-sectorial-de-mbito-estatal-de-las-administraciones-de-loter-as-2019,1,1,0,3.67
convenio-colectivo-de-la-empresa-electro-depot-espa-a-s-l-u-2019-2021,1,1,0,3.67
convenio-colectivo-nico-mahou-s-a-2019-2023,1,1,0,3.67
ii-convenio-colectivo-de-oficinas-corporativas-del-grupo-siemens-gamesa-renewable-energy-2019---2020,0,1,0,2.33
acta-de-acuerdo-de-la-comisi-n-negociadora-relativa-al-i-acuerdo-marco-de-adaptaci-n-y-mejora-del-xix-convenio-general-de-la-industria-qu-mica-para-ercros-s-a-2019-,0,0,0,1
ii-convenio-colectivo-grupo-renfe-2019,0,0,0,1
convenio-colectivo-de-la-empresa-frit-ravich-s-l-2018---2019,1,1,0,3.67
texto-del-xi-convenio-colectivo-de-red-el-ctrica-de-espa-a-s-a-u-2019---2021,1,1,0,3.67
convenio-colectivo-del-grupo-champion-supermercados-champion-s-a-y-grup-supeco-maxor-s-l-2019---2021,1,1,0,3.67
convenio-colectivo-de-trabajo-de-las-empresas-zurich-insurance-plc-sucursal-en-espa-a-zurich-vida-compa-a-de-seguros-y-reaseguros-s-a-sociedad-unipersonal-zurich-services-aie-2018-2020,1,1,0,3.67
v-convenio-colectivo-de-retevisi-n-i-s-a-u-2018---2020,1,1,0,3.67
convenio-mapfre-grupo-asegurador-2018-2021,0,1,0,2.33
xvii-convenio-colectivo-de-europcar-ib-s-a-para-los-a-os-2019-2020-y-2021,1,1,0,3.67
convenio-colectivo-del-grupo-de-empresas-mercadona-s-a-y-forns-valencians-forva-s-a-unipersonal-2019---2023,0,1,0,2.33
convenio-colectivo-de-la-empresa-olan-sa-2018---2021,1,1,0,3.67
vii-convenio-colectivo-del-hotel-crowne-plaza-barcelona-fira-center-para-los-a-os-2019-2021,0,1,0,2.33
convenio-colectivo-de-trabajo-de-la-empresa-radio-salud-sa-para-los-a-os-2019-2021,1,1,0,3.67
sexto-acuerdo-marco-del-grupo-arcelormittal-en-espana-2016---2018,0,1,0,2.33
convenio-colectivo-entre-grupo-santander-consumer-finance-espa-a-y-las-representaciones-sindicales-de-ccoo-y-ugt-para-los-a-os-2015-2016-2017-y-2018,1,1,0,3.67
ii-convenio-colectivo-estatal-del-personal-de-estructura-del-grupo-mercantil-iss-2016-2018,0,1,0,2.33
convenio-colectivo-entre-las-empresas-de-grupo-santander-relacionadas-en-el-art-culo-1-1-y-la-representaci-n-sindical-de-ccoo-para-los-a-os-2019-2020-2021-y-2022,1,1,0,3.67
convenio-colectivo-de-la-empresa-nestl-espa-a-s-a-f-brica-de-gij-n-2018---2023,0,0,0,1
vi-convenio-colectivo-de-telef-nica-servicios-audiovisuales-s-a-u-2017---2018,1,1,0,3.67
convenio-colectivo-de-kupelan-kentucky-sociedad-cooperativa-2019---2022,1,1,0,3.67
convenio-colectivo-de-la-industria-y-el-comercio-de-la-vid-a-os-2019-2020-2021,1,1,0,3.67
convenio-colectivo-pasticore-s-l-2019---2024,1,1,0,3.67
iv-convenio-colectivo-estatal-de-instalaciones-deportivas-y-gimnasios-2018---2019,1,1,0,3.67
convenio-colectivo-de-manipulado-y-envasado-de-la-empresa-agronostrum-s-l-2019---2023,1,1,0,3.67
convenio-colectivo-para-la-empresa-servicios-agrotur-sticos-riscal-sl-2019,1,1,0,3.67
ii-convenio-colectivo-del-grupo-de-empresas-tastia-group-2019---2022,1,1,0,3.67
convenio-colectivo-de-blasdo-infraestructuras-s-l-2020---2023,1,1,0,3.67
convenio-colectivo-de-bab-y-c-a-s-l-2019,1,1,0,3.67
ix-convenio-colectivo-de-lufthansa-cargo-ag-2019-2020,1,1,0,3.67
convenio-colectivo-del-sector-comercio-del-mueble-de-zaragoza-2019---2021,1,1,0,3.67
convenio-colectivo-de-spanish-intoplane-services-s-l-u-sis-2018-2020,1,1,0,3.67
convenio-colectivo-de-la-empresa-mediatrans-s-a-de-castell-n-2020-2024,0,1,0,2.33
kolektivni-ugovor-ugostiteljstva-pro-i-eni-tekst---2015,1,1,0,3.67
hrvatski-sindikat-telekomunikacija-kolektivni-ugovor-2016---2017,1,1,0,3.67
kolektivni-ugovor-konzum-d-d-2012---2017,1,1,0,3.67
kolektivni-ugovor-phoenix-farmacija-d-o-o-2016---2020,1,1,0,3.67
kolektivni-ugovor-tisak-ca-2015,1,1,0,3.67
kolektivni-ugovor-2015-zagrebac-ki-velesajam-zagrebac-ki-holding-general-ca,1,1,0,3.67
contractul-colectiv-de-munca-la-nivelul-ramuri-i-comert-pe-anul-2010,1,1,0,3.67
tesco-partnership-agreement-with-usdaw---2016,1,0,0,2.33
agreement-between-b-m-retail-limited-in-relation-to-distribution-centre-employees-and-union-of-shop-distributive-and-allied-workers-usdaw---2015,0,0,0,1
agreement-between-primark-gb-and-union-of-shop-distributive-and-allied-workers-usdaw---2015,0,0,0,1
recognition-and-procedural-agreement-ikea-uk-limited-and-the-union-of-shop-distributive-and-allied-workers-usdaw---2008,0,0,0,1
national-recognition-and-procedural-agreement-between-poundland-limited-distribution-and-union-of-shop-distributive-and-allied-workers---2014,0,0,0,1
national-recognition-and-procedural-agreement-between-poundland-limited-retail-and-union-of-shop-distributive-and-allied-workers---2013,0,0,0,1
agreement-between-primark-northern-ireland-and-union-of-shop-distributive-and-allied-workers-usdaw---december-2015,0,0,0,1
agreement-between-argos-and-union-of-shop-distributive-and-allied-workers-usdaw---2015,0,0,0,1
asda---2010,0,0,0,1
morrisons-retail-usdaw-and-sata---2013,0,0,0,1
sainsburys---2001,0,0,0,1
-2016,0,0,0,1
-2015,0,0,0,1
-----2016,0,0,0,1
l-or-al-hellas-luxury-division---2016,0,1,0,2.33
-lidl---2016,0,1,0,2.33
---_2014,1,0,0,2.33
-_-2016-,1,1,0,3.67
-ff-cosmetics-_2016---2017,1,1,0,3.67
cao-glastuinbouw---2014,1,1,0,3.67
collectieve-arbeidsovereenkomst-voor-de-technische-groothandel-2014,1,1,0,3.67
collectieve-arbeidsovereenkomst-albert-heijn-2014,1,1,0,3.67
cao-groothandel-in-bloembollen-2015-2016,1,1,0,3.67
cao-ikea-2014-2016,1,1,0,3.67
cao-supermarkt-levensmiddelen-2013-2017-,1,1,0,3.67
cao-doe-het-zelfbranche-2016-2017,1,1,0,3.67
cao-gespecialiseerde-detailhandel-in-bloemen-en-planten-2015-2017,1,1,0,3.67
cao-uitgeverijbedrijf-2015-2017,1,1,0,3.67
cao-grootwinkelbedrijven-in-levensmiddelen-vgl-2013-2017,1,1,0,3.67
cao-grootwinkelbedrijf-in-textiel-vgt-2015-2016,1,1,0,3.67
afbouw-en-natuursteen-2018-2019,1,1,0,3.67
cao-apotheken-2017-2019,1,1,0,3.67
cao-banken-2019-2020,1,1,0,3.67
cao-architectenbureaus-2019-2021,1,1,0,3.67
cao-doe-het-zelfbranche-2017-2020,1,1,0,3.67
cao-dnb-2018-2019,1,1,0,3.67
msd-2019,1,1,1,5
cao-houtverwerkende-industrie-2019-2020,1,1,0,3.67
cao-bitumineuze-en-kunststof-dakbedekkingsbedrijven-2019-2020,1,1,0,3.67
cao-horeca-khn-2018-2019,1,1,0,3.67
cao-verzekeringsbedrijf-binnendienst-2018-2019,1,1,0,3.67
cao-verzekeringsbedrijf-buitendienst-2018-2019,0,1,0,2.33
cao-schilders-2016-2020,1,1,0,3.67
cao-ikea-2016-2018,0,0,1,2.33
cao-grafimedia-2018-2020,1,1,0,3.67
cao-taxi-2019-2020,1,1,0,3.67
recreatie-2019-2020,1,1,0,3.67
cao-dsm-2018-2020,1,1,0,3.67
cao-meubelindustrie-en-meubileringsbedrijven-2018-2019,1,1,0,3.67
retailnonfood-2018_2020,1,1,0,3.67
cao-metalektro-basis-2018-2020,1,1,0,3.67
cao-metalektro-hp-2018-2020,0,1,0,2.33
cao-dhl-logistics-2017-2019,1,1,0,3.67
cao-elektro-technische-detailhandel-2018-2019,1,1,1,5
cao-foodservice-groothandel-levensmiddelen-2017-2019,1,1,0,3.67
cao-ziekenhuizen-2017-2019,1,1,0,3.67
bouw-en-infra-2018-2019,1,1,0,3.67
cao-sanquin-2017-2019,1,1,0,3.67
cao-gemeenten-2020-2021,1,0,0,2.33
cao-slagersbedrijf-2019,1,1,0,3.67
cao-abu-2019-2021,1,1,0,3.67
cao-uitzend-nbbu-2019-2021,1,1,0,3.67
cao-voor-de-groothandel-in-groenten-en-fruit-2019-2020,1,1,0,3.67
cao-particuliere-beveiliging-,1,1,0,3.67
cao-heineken-group-b-v-2018-2019,1,1,0,3.67
cao-jeugdzorg-2017-2019,1,1,0,3.67
cao-heineken-netherlands-beheer-b-v-,1,1,0,3.67
cao-metaal-en-techniek-2019-2021,1,1,0,3.67
cao-openbaar-vervoer-2018-2020-,1,1,0,3.67
cao-voor-tankstations-en-wasbedrijven-2017-2019,1,1,0,3.67
cao-postnl,1,1,0,3.67
cao-postnl-postbezorgers-2017-2019,1,1,0,3.67
cao-postnl-zaterdagbestellers-2017-2018,1,1,0,3.67
cao-kinderopvang-2018-2019,0,1,0,2.33
aca---associacao-comercial-do-distrito-de-aveiro---2014,1,1,0,3.67
associa-o-portuguesa-de-empresas-de-distribuicao-contrao-colectio-de-trabalho-2010,1,1,1,5
contrato-coletivo-entre-a-associa-o-nacional-de-comerciantes-e-industriais-de-produtos-alimentares-ancipa-e-a-federa-o-dos-sindicatos-da-ind-stria-e-servi-os---fetese-confeitaria-e-conserva-o-de-fruta---administrativos---2016,1,1,0,3.67
contrato-coletivo-entre-a-associa-o-nacional-das-farm-cias---anf-e-o-sindicato-nacional-dos-farmac-uticos---2016,1,1,0,3.67
contrato-coletivo-entre-a-associa-o-dos-distribui-dores-de-produtos-alimentares-adipa-e-outras-e-o-sindicato-dos-trabalhadores-e-t-cnicos-de-servi-os---sitese---2016,1,1,0,3.67
associa-o-dos-comer-ciantes-do-porto-2014,1,1,0,3.67
institui-es-de-cr-dito-e-febase,1,1,0,3.67
acordo-coletivo-entre-as-guas-do-norte-sa-e-outras-e-o-stal---sindicato-nacional-dos-trabalhadores-da-administra-o-local-e-regional-empresas-p-blicas-concession-rias-e-afins-e-outra,1,1,0,3.67
contrato-coletivo-antrop-e-strup,1,1,0,3.67
brisa---auto-estradas-de-portugal-sa-e-outras-e-o-sindicato-da-constru-o-obras-p-blicas-e-servi-os---setaccop,1,1,0,3.67
acordo-coletivo-entre-a-bp-portugal---com-rcio-de-combust-veis-e-lubrificantes-sa-e-outras-e-a-federa-o-de-sindicatos-da-ind-stria-energia-e-transportes---cofesint-e-outra---revis-o-global,1,1,0,3.67
acordo-de-empresa-entre-caima---ind-stria-de-celulose-sa-e-o-sindicato-dos-trabalhadores-e-t-cnicos-de-servi-os-com-rcio-restaura-o-e-turismo---sitese,1,1,0,3.67
acordo-coletivo-de-trabalho-entre-v-rias-caixas-de-cr-dito-agr-cola-m-tuo-e-o-sind-nacional-dos-quadros-e-t-cnicos-banc-rios-e-outro-revis-o-global-,1,1,0,3.67
acordo-coletivo-entre-a-douro-azul---sociedade-mar-timo--tur-stica-sa-e-outras-e-a-federa-o-de-sindicatos-dos-trabalhadores-do-mar---fesmar---revis-o-global-2018,1,1,0,3.67
acordo-de-empresa-entre-a-ups-of-portugal---transportes-internacionais-de-mercadorias-sociedade-unipessoal-l-da-e-o-sindicato-nacional-dos-trabalhadores-dos-correios-e-telecomunica-es-sntct-2019,1,1,0,3.67
act-entre-a-cimianto-soc-t-cnica-hidr-ulica-s-a-e-outra-e-a-fetese-feder-dos-sind-dos-trabalhadores-de-servi-os-e-outros-revis-o-global-2005,1,1,0,3.67
acordo-de-empresa-entre-a-transtejo---transportes-tejo-sa-e-o-sindicato-dos-trabalhadores-da-marinha-mercante-ag-ncias-de-viagens-transit-rios-e-pesca-simamevip---altera-o-salarial-e-outras-e-texto-consolidado-2017,1,1,0,3.67
acordo-de-empresa-entre-a-easyjet-airline-company-limited---sucursal-em-portugal-e-o-sindicato-nacional-do-pessoal-de-voo-da-avia-o-civil---snpvac---revis-o-global-2019,0,1,0,2.33
acordo-coletivo-entre-a-edp---energias-de-portugal-sa-e-outras-e-a-fiequimetal---revis-o-global-2015,1,1,0,3.67
act-entre-a-douro-acima-transportes-turismo-e-restaura-o-l-da-e-outras-e-a-fesmar-feder-de-sind-dos-trabalhadores-do-mar-e-outras2015,1,1,0,3.67
act-entre-a-unicer-bebidas-de-portugal-sgps-s-a-e-o-sind-nacional-dos-trabalhadores-da-ind-e-com-rcio-de-alimenta-o-bebidas-e-afins-e-outros-revis-o-global-2005,1,1,0,3.67
acordo-coletivo-entre-a-infraestruturas-de-portugal-sa-e-outras-e-o-sindicato-nacional-dos-trabalhadores-do-sector-ferrovi-rio-e-outros---revis-o-global-2019,1,1,0,3.67
