cba,language,readability,diveristy,accessibility
acordo-coletivo-de-trabalho-sindicato-dos-trabalhadores-em-empresas-de-telecomunicacoes-e-operadores-de-mesas-telefonicas-do-estado-do-parana,pt,1.67,3.0,2.43
acordo-coletivo-de-trabalho-2012-2013-sindicato-dos-trab-na-ind-petroquimica-do-estado-do-pr-e-araucaria-nitrogenados-s-a,pt,2.67,2.75,2.71
acordo-coletivo-de-trabalho-2013-2014-sindicato-dos-trabalhadores-na-industria-de-papeis,pt,1.33,3.25,2.43
acordo-coletivo-de-trabalho-2012-2014-sindicato-dos-trabalhadores-em-empresas-detelecomunica-es-do-estado-de-minas-gerais-sinttel-mg,pt,1.67,3.25,2.57
acordo-coletivo-de-trabalho-2013-2014-rita-de-cassia-assuncao-e-sindicato-trabalhadores-nas-inds-pap-papelao-e-cortica,pt,3.0,3.25,3.14
acordo-coletivo-de-trabalho-2012-2014-sindicato-dos-trabalhadores-em-empresas-de-telecomunicacoes-e-operadores-de-mesas-telefonicas-do-estado-do-parana-e-brasil-telecom-call-center,pt,1.33,3.25,2.43
acordo-coletivo-de-trabalho-2012-2014-telefonica-brasil-s-a,pt,2.0,2.75,2.43
acordo-coletivo-de-trabalho-2013-2013-sindicato-dos-trabalhadores-em-empresas-de-telecomunicacoes-e-operadores-de-mesas-telefonicas-do-estado-do-parana-e-companhia-nacional-de-call-center,pt,2.0,3.5,2.86
acordo-coletivo-de-trabalho-2013-2014-sind-trab-ind-m-m-mat-elemat-elet-inf-bm-vr-r-itatiaia-e-companhia-siderurgica-nacional,pt,1.67,3.25,2.57
acordo-coletivo-de-trabalho-2012-2013-sindicato-t-i-s-m-m-m-elet-inf-ipa-belo-oriente-ipaba-e-santanado-paraiso-e-usinas-siderurgicas-de-minas-gerais-s-a-usiminas,pt,2.0,3.25,2.71
acordo-coletivo-de-trabalho-2012-2013-sind-t-n-i-s-m-m-m-e-m-e-d-p-i-de-tim-e-cel-fabriciano-e-aperam-inox-america-do-sul-s-a,pt,3.67,3.0,3.29
acordo-coletivo-de-trabalho-2012-2013-sindicato-trab-ind-de-extracao-vegetal-carvoejamento-reflorestamento-e-similares-do-estado-de-minas-gerais-e-arcelormittal-bioenergia-ltda,pt,3.33,2.5,2.86
acordo-coletivo-de-trabalho-2013-2014-sindicato-dos-trab-nas-ind-de-alimentacao-de-p-alegre-e-companhia-de-bebidas-das-americas---ambev,pt,2.33,3.0,2.71
acordo-coletivo-de-trabalho-2013-2014-sindicato-dos-trabalhadores-nas-industrias-de-alimentacao-e-afins-do-estado-da-bahia-e-j-macedo-s-a,pt,2.67,3.0,2.86
acordo-coletivo-de-trabalho-sindicato-dos-trab-nas-inds-de-art-de-bor-no-est-de-pe-e-lanxess-elastomeros-do-brasil-s-a,pt,1.33,2.5,2.0
acordo-coletivo-de-trabalho-2012-2013-souza-cruz-s-a,pt,3.67,2.75,3.14
acordo-coletivo-de-trabalho-2012-2014-lanxess-elastomeros-do-brasil-s-a-,pt,2.67,3.0,2.86
acordo-coletivo-de-trabalho-2013-2014-kraft-foods-brasil-s-a-,pt,1.0,2.75,2.0
acordo-coletivo-de-trabalho-2012-2013-holcim-brasil-s-a,pt,5.0,3.0,3.86
convenci-n-colectiva-de-trabajo-suscrita-entre-el-ministerio-de-educaci-n-p-blica-y-los-sindicatos-sindicato-de-trabajadoras-y-trabajadores-de-la-educaci-n-costarricense-sec-y-el-sindicato-de-trabajadores-de-comedores-escolares-y-afines-sitracome-,es,2.0,3.25,2.62
convenci-n-colectiva-de-trabajo-municipalidad-del-cant-n-de-palmares,es,4.0,3.0,3.5
convenci-n-colectiva-mep-sec-sitracome,es,2.0,3.0,2.5
convenci-n-colectiva-del-sindicato-untrasepp-y-los-representantes-patronales-de-la-empresa-g-cuatro-s-cash-solutions-s-a,es,4.0,3.0,3.5
undecima-convencion-colectiva-de-trabajo-chiriqui-land-company---sitrachiri,es,4.0,3.0,3.5
convenci-n-colectiva-de-trabajo-entre-nosotros-el-ingenio-taboga-sociedad-an-nima-y-el-sindicato-de-trabajadores-de-la-industria-de-la-ca-a-sintraica-,es,3.5,3.25,3.38
cuarta-convenci-n-colectiva-compa-a-bananera-atlantica--departamento-de-operaciones-portuarias-de-lim-n-,es,3.5,3.5,3.5
convenci-n-colectiva-de-trabajo-de-la-corporacion-de-desarrollo-agricola-del-monte-s-a-,es,4.0,3.0,3.5
convenci-n-colectiva-de-trabajo-entre-la-municipalidad-de-san-carlos-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-san-carlos-sitramusca-,es,4.0,2.5,3.25
negociaci-n-colectiva-entre-el-sindicato-de-trabajadores-obreros-de-la-municipalidad-provincial-de-canchis---sintromunc-canchis-y-la-municipalidad-provincial-de-canchis,es,2.0,3.75,2.88
negociaci-n-colectiva-entre-el-instituto-nacional-de-investigaci-n-y-capacitaci-n-de-telecomunicaciones-inictel-uni-y-el-sindicato-de-empleados-del-inictel-uni-2014-2015,es,2.25,3.5,2.88
convenio-colectivo-entre-la-municipalidad-distrital-de-miraflores-y-el-sindicato-de-trabajadores-empleados-de-la-municipalidad-distrital-de-miraflores-sitraemun-2015,es,2.0,3.5,2.75
negociaci-n-colectiva-entre-el-bbva-banco-continental-y-el-centro-federado-de-empleados-del-bbva-banco-continental-2015-,es,3.5,3.25,3.38
negociaci-n-colectiva-entre-la-empresa-petr-leos-del-per---petroper-s-a-y-el-sindicato-de-trabajadores-administrativos-de-petroper-s-a-2015,es,2.0,3.25,2.62
negociaci-n-colectiva-realizada-entre-el-sindicato-de-supervisores-y-personal-de-confianza-de-minera-barrick-misquichilca-s-a-y-la-empresa-minera-barrick-misquichilca-s-a-2014-2015,es,3.0,3.5,3.25
convenio-colectivo-de-trabajo-entre-la-empresa-camposol-s-a-y-el-sindicato-de-trabajadores-de-la-empresa-camposol-s-a-sitecasa-2015-2018,es,3.5,3.25,3.38
negociaci-n-colectiva-entre-la-empresa-envases-especiales-s-a-c-y-el-sindicato-de-trabajadores-de-la-empresa-envases-especiales-s-a-c-2014-2015,es,3.5,2.5,3.0
convenci-n-colectiva-de-trabajo-entre-el-servicio-nacional-de-sanidad-agraria-senasa--y-el-sindicato-de-trabajadores-del-servicio-nacional-de-sanidad-agraria-2015,es,2.0,3.25,2.62
acta-de-reuni-n-del-proceso-de-negociaci-n-entre-la-empresa-southern-peru-copper-corporation-y-el-sindicato-unificado-de-trabajadores-de-spcc-ilo-2012-2015,es,3.5,2.25,2.88
acta-de-reuni-n-del-proceso-de-negociaci-n-entre-le-biblioteca-nacional-del-per-bnp-y-del-sindicato-unificado-de-trabajadores-de-la-biblioteca-nacional-del-per-sut-bnp-2015,es,2.0,2.5,2.25
convenio-colectivo-de-trabajo-que-celebran-la-empresa-los-andes-servicios-corporativos-s-a-c-y-el-sindicato-unitario-de-trabajadores-los-andes-servicios-corporativos-s-a-c-2013-,es,2.0,3.25,2.62
acta-de-acuerdo-final-de-la-convencion-colectiva-suscrita-entre-compa-ia-minera-antamina-s-a-y-el-sindicato-unico-de-trabajadores-de-compa-ia-minera-antamina-s-a---sutracomasa,es,3.0,3.0,3.0
convenio-colectivo-entre-pluspetrol-s-a-y-la-asociacion-del-personal-jer-rquico-del-agua-y-la-energ-a-apjae-,es,4.0,2.5,3.25
acta-de-acuerdo-entre-la-empresa-minera-yanacocha-s-r-l-y-el-sindicato-de-trabajadores-de-compa-a-minera-yanacocha--sitracomy,es,3.5,3.25,3.38
convencion-colectiva-de-trabajo-entre-kraft-foods-peru-s-a-y-el-sindicato-de-trabajadores-de-kraft-foods-peru-s-a-,es,4.0,2.0,3.0
acta-final-de-convencion-colectiva-entre-yobel-scm-costume-jewerly-s-a-y-sindicato-de-trabajadores-de-yobel-scm-costume-jewerly-s-a,es,3.0,2.5,2.75
convenio-colectivo-entre-la-empresa-y-el-sindicato-de-trabajadores-de-la-corporaci-n-lindley-s-a-,es,4.0,3.0,3.5
convenio-colectivo-entre-la-empresa-b-braun-medical-per-s-a-y-el-sindicato-de-trabajadores-de-b-braun-medical-per-s-a-,es,4.0,3.0,3.5
convenio-colectivo-de-trabajo-suscrito-entre-compa-a-cervecera-ambev-peru-s-a-c-y-sindicato-unitario-de-trabajadores-de-da-compa-a-cervecera-ambev-peru-s-a-c-,es,4.0,2.75,3.38
convenio-colectivo-entre-el-empresa-imi-del-per-sac-y-sindicato-de-los-trabajadores-de-la-empresa-imi-del-peru-sac-sitraimi,es,3.5,3.25,3.38
convenio-colectivo-entre-sociedad-agricola-drokaca-s-a-y-sindicato-de-trabajadores-de-la-empresa-agroexportadora-sociedad-agr-cola-agrokasa,es,3.5,2.25,2.88
convenio-colectivo-2013-2014-yobel-scm-logistics-sa,es,4.0,2.5,3.25
acta-de-acuerdo-final-de-negociacion-colectiva-entre-refiner-a-la-pampilla-s-a-y-el-sindicato-nico-de-trabajadores-de-refiner-a-la-pampilla,es,2.0,3.5,2.75
acta-de-acuerdo-en-reunion-extraproceso,es,4.0,3.0,3.5
acta-final-negociaci-n-colectiva-2013--2015,es,3.75,3.25,3.5
convenci-n-colectiva-de-trabajo-a-os-2011--2013,es,3.75,3.0,3.38
convenio-colectivo-del-periodo-2013-2015,es,3.75,3.0,3.38
convenio-colectivo-periodo-1-de-enero-al-31-de-diciembre-de-2013,es,2.75,3.0,2.88
convenio-colectivo-que-celebran-el-sindicato-de-trabajadores-de-derivados-del-maiz-s-a-y-la-empresa-derivados-del-maiz-s-a-,es,3.5,3.0,3.25
convenio-colectivo-2012-2013,es,3.5,3.0,3.25
acta-de-acuerdo-en-reuni-n-extraproceso,es,4.0,2.75,3.38
convenio-colectivo-de-trabajo,es,3.5,3.75,3.62
perjanjian-kerja-bersama-antara-pengusaha-pt-forta-larese-dan-serikat-pekerja-nasional-pt-forta-larese---2018-2020,ba,3.67,3.0,3.29
perjanjian-kerja-bersama-antara-pt-pabrik-cambrics-primissima-dan-serikat-pekerja-tekstil-sandang-dan-kulit-fspsi-unit-kerja-pt-primissima---2018-2020,ba,3.33,3.0,3.14
perjanjian-kerja-bersama-antara-pt-yc-tec-indonesia-dengan-sp-tsk-spsi-dan-psp-sp--spn-pt-yc-tec-indonesia---2018-2020,ba,4.33,3.0,3.57
perjanjian-kerja-bersama-antara-pt-quty-karunia-dengan-serikat-pekerja-tekstil-sandang-dan-kulit-serikat-pekerja-seluruh-indonesia-sp-tsk-spsi-pt-quty-karunia---2017-2019,ba,3.33,3.0,3.14
perjanjian-kerja-bersama-antara-pt-sepatu-bata-dengan-puk-spai-fspmi-pt-sepatu-bata-tbk-dan-puk-sp-tsk-spsi-pt-sepatu-bata-tbk---2015-2017,ba,4.0,3.0,3.43
perjanjian-kerja-bersama-antara-pt-win-textile-dengan-serikat-pekerja-tekstil-sandang-dan-kulit-serikat-pekerja-seluruh-indonesia-sp-tsk-spsi-pt-win-textile---2015-2017,ba,3.0,3.0,3.0
perjanjian-kerja-bersama-antara-pt-leetex-garment-indonesia-dengan-federasi-serikat-pekerja-tekstil-sandang-dan-kulit-konfederasi-serikat-pekerja-seluruh-indonesia-f-sp-tsk-kspsi-pt-leetex-garment-indonesia---2017-2019,ba,2.33,2.75,2.57
perjanjian-kerja-bersama-antara-pt-teodore-pan-garmindo-dengan-ikatan-keluarga-karyawan-teodore-dan-pk-sbsi-1992-pt-teodore-pan-garmindo---periode-2017-2019,ba,2.33,2.75,2.57
perjanjian-kerja-bersama-antara-pt-trigoldenstar-wisesa-dengan-serikat-pekerja-tsk-spsi-pt-trigoldenstar-wisesa-2015-2017-,ba,1.0,3.0,2.14
perjanjian-kerja-bersama-pkb-antara-pt-citra-abadi-sejati-cileungsi-dengan-pimpinan-serikat-pekerja-serikat-pekerja-nasional-psp-spn-unit-kerja-pt-citra-abadi-sejati-cileungsi---2018-2020,ba,1.0,2.75,2.0
perjanjian-kerja-bersama-antara-pt-taitat-putra-rejeki-dengan-serikat-pekerja-nasional-pt-taitat-putra-rejeki---2017-2019,ba,2.33,2.5,2.43
perjanjian-kerja-bersama-pkb-antara-pt-il-jin-sun-garment-dengan-sptsk-spsi-pt-il-jin-sun-garment---2017-2019,ba,1.33,3.25,2.43
perjanjian-kerja-bersama-antara-pt-ungaran-sari-garments-pringapus-diponegoro-congol-dengan-serikat-pekerja-nasional-pt-ungaran-sari-garments-2016-2018-,ba,1.0,3.75,2.57
peraturan-perusahaan-pt-fotexco-busana-internasional---bogor---2015-2017,ba,2.67,3.0,2.86
perjanjian-kerja-bersama-antara-pt-sukwang-indonesia-dan-serikat-pekerja-seluruh-indonesia-spsi-pt-sukwang-indonesia---2012-2014,ba,2.0,2.75,2.43
perjanjian-kerja-bersama-antara-pt-mataram-tunggal-garmen-dengan-serikat-pekerja-tekstil-sandang-dan-kulit-serikat-pekerja-seluruh-indonesia-puk-sp-tsk---spsi-pt-mataram-tunggal-garmen---2016-2018,ba,3.67,3.0,3.29
perjanjian-kerja-bersama-antara-pt-sai-apparel-industries-dengan-pengurus-unit-kerja-kesatuan-serikat-pekerja-nasional-puk-kspn-pt-sai-apparel-industries---periode-2017-2019,ba,2.67,2.0,2.29
perjanjian-kerja-bersama-pt-holi-karya-sakti-periode-tahun-2017-,ba,1.67,2.75,2.29
perjanjian-kerja-bersama-antara-pt-mulia-cemerlang-abadi-multi-industri-dengan-pimpinan-unit-kerja-serikat-pekerja-pt-mulia-cemerlang-abadi-multi-industri-2017-2019-,ba,4.0,2.5,3.14
perjanjian-kerja-bersama-antara-pt-golden-flower-dengan-serikat-pekerja-nasional-pt-golden-flower-2016-2018-,ba,2.0,2.75,2.43
perjanjian-kerja-bersama-antara-pt-tuntex-garmen-indonesia-cikupa-ii-dengan-serikat-pekerja-sptsk-spsi-pt-tuntex-garment-indonesia-cikupa-ii---2016-2018,ba,5.0,4.0,4.43
perjanjian-kerja-bersama-antara-pt-eagle-glove-indonesia-dengan-serikat-pekerja-nasional-2016-2018-,ba,1.67,2.75,2.29
perjanjian-kerja-bersama-pt-yongjin-javasuka-garment-factory-ii-unit-1-dan-2-dengan-serikat-pekerja-seluruh-indonesia---serikat-pekerja-sandang-tekstil-kulit-pt-yongjin-javasuka-garment-factory-ii-2018-2020-,ba,1.67,2.75,2.29
perjanjian-kerja-bersama-antara-pt-visionland-semarang-dengan-pimpinan-unit-kerja-sptsk-spsi-pt-visionland-periode-tahun-2017-2019-,ba,1.33,2.75,2.14
perjanjian-kerja-bersama-antara-pt-sandang-asia-maju-abadi-dengan-ikatan-pekerja-sandang-pt-sandang-asia-maju-abadi-periode-2017-2019-,ba,3.0,3.75,3.43
perjanjian-kerja-bersama-antara-pt-pantjatunggal-knitting-mill-dengan-konfederasi-serikat-pekerja-nasional-pt-pantjatunggal-knitting-mill-periode-2014-2016-,ba,2.0,3.25,2.71
perjanjian-kerja-bersama-antara-pt-sri-rejeki-isman-tbk-dengan-pengurus-unit-kerja-sptsk---spsi-pt-sri-rejeki-isman-tbk---2017-2019,ba,4.33,3.0,3.57
perjanjian-kerja-bersama-pkb-antara-pt-citra-unggul-perkasa-garment-dengan-serikat-pekerja-pk-f-hukatan-ksbsi-pt-citra-unggul-perkasa-garment---2017-2019,ba,4.33,3.75,4.0
perjanjian-kerja-bersama-antara-pt-pan-rama-vista-garment-ind-ltd-dengan-serikat-pekerja-pt-pan-rama---2017-2019,ba,4.33,2.75,3.43
perjanjian-kerja-bersama-antara-pt-notos-dengan-serikat-pekerja-tingkat-perusahaan-sptp-notos-21---2017-2019-,ba,2.67,3.25,3.0
perjanjian-kerja-bersama-antara-pt-leading-garment-industries-dengan-gabungan-organisasi-buruh-seluruh-indonesia-pt-leading-garment-industries---2016-2018,ba,3.0,3.0,3.0
perjanjian-kerja-bersama-antara-manajemen-pt-kwanglim-yhi-dengan-serikat-pekerja-tingkat-perusahaan-pt-kwanglim-yhi---2018-2020,ba,4.67,3.5,4.0
perjanjian-kerja-bersama-pt-lemoto-dengan-puk-serikat-pekerja-seluruh-indonesia-pt-lemoto-2018-2020,ba,2.67,3.25,3.0
perjanjian-kerja-bersama-antara-pt-sung-won-indonesia-dengan-serikat-pekerja-tekstil-sandang-dan-kulit-serikat-pekerja-seluruh-indonesia-sp-tsk---spsi-unit-kerja-pt-sung-won-indonesia---2018-2020,ba,2.67,3.25,3.0
perjanjian-kerja-bersama-antara-pt-semarang-garment-dan-serikat-pekerja-tekstil-sandang-kulit-serikat-pekerja-seluruh-indonesia-pt-semarang-garment---2017-2019,ba,4.0,3.25,3.57
perjanjian-kerja-bersama-pkb-pimpinan-perusahaan-pt-kiho-bali-korin-dengan-wakil-pekerja-pt-kiho-bali-korin-2016-2018,ba,1.67,3.0,2.43
perjanjian-kerja-bersama-antara-puk-sptp-pt-doosan-jaya-sukabumi-dengan-manajemen-pt-doosan-jaya-sukabumi---2017-2019,ba,2.67,3.5,3.14
perjanjian-kerja-bersama-pkb-antara-pengusaha-pt-dewhirst-dengan-konfederasi-serikat-pekerja-nasional-kspn-pt-dewhirst-dan-serikat-pekerja-dewirst-indonesia-spdi-pt-dewhirst-2016-2018,ba,2.0,3.25,2.71
pt-greentex-indonesia-utama-ii---2017-2019,ba,2.0,3.0,2.57
perjanjian-kerja-bersama-antara-pt-gistex-garmen-indonesia-dengan-serikat-pekerja-seluruh-indonesia-dan-serikat-pekerja-nasional-pt-gistex-garmen-indonesia---2016-2018,ba,2.33,3.0,2.71
perjanjian-kerja-bersama-antara-pt-buana-samudra-lestari-dengan-serikat-pekerja-spmbslk-pt-buana-samudra-lestari---2016-2018,ba,2.0,3.5,2.86
perjanjian-kerja-bersama-antara-pt-c-site-texpia-dengan-serikat-pekerja-sbsi-garteks-dan-spai-fspmi-pt-c-site-texpia---2018-2020,ba,4.67,3.25,3.86
perjanjian-kerja-bersama-antara-pt-hyun-dong-indonesia-dengan-serikat-pekerja-tekstil-sandang-dan-kulit-spsi-pt-hyun-dong-indonesia---2016-2018,ba,3.0,3.25,3.14
perjanjian-kerja-bersama-pkb-antara-pt-doosan-sinar-sukabumi-dengan-sptp-pt-doosan-sinar-sukabumi---2016-2018,ba,5.0,3.0,3.86
perjanjian-kerja-bersama-antara-pt-viana-unggul-garmindo-dengan-serikat-pekerja-pk-f-hukatan-sbsi-pt-viana-unggul-garmindo-2018-2020,ba,1.0,3.25,2.29
perjanjian-kerja-bersama-antara-pt-dong-a-decal-dengan-pengurus-komisariat-sbsi-1992-pt-dong-a-decal-2017-2019,ba,2.33,2.25,2.29
pt-bees-footwear-inc---2016,ba,3.0,3.0,3.0
perjanjian-kerja-bersama-pkb-antara-pihak-pengusaha-pt-dada-indonesia-dengan-pengurus-serikat-pekerja-pt-dada-indonesia---2016-2018,ba,1.67,3.25,2.57
perjanjian-kerja-bersama-antara-pt-citra-abadi-sejati-dengan-pimpinan-serikat-pekerja-serikat-pekerja-nasional-spn-unit-kerja-pt-citra-abadi-sejati-bogor---2018-2020,ba,1.0,3.0,2.14
perjanjian-kerja-bersama-antara-pt-formosa-bag-indonesia-dengan-serikat-pekerja-mandiri-pt-formosa-bag-indonesia-2017-2019,ba,4.33,2.5,3.29
perjanjian-kerja-bersama-antara-pt-spinmill-indah-industry-dengan-serikat-pekerja-seluruh-indonesia-spsi-pt-spinmill-indah-industry---2017-2019,ba,2.33,3.0,2.71
perjanjian-kerja-bersama-antara-pt-harindotama-mandiri-dengan-sp-tsk-spsi-pt-harindotama-mandiri---2016-2018,ba,4.0,3.0,3.43
perjanjian-kerja-bersama-antara-pt-ricky-putra-globalindo-tbk-dengan-serikat-pekerja-nasional-spn-dan-serikat-buruh-fsb-garteks---2016,ba,1.67,2.75,2.29
perjanjian-kerja-bersama-antara-pt-victory-ching-luh-dengan-pimpinan-unit-kerja-federasi---serikat-pekerja-tekstil-sandang-dan-kulit-serikat-pekerja-seluruh-indonesia-puk-f-sp-tsk-spsi-dan-pimpinan-tingkat-perusahaan-serikat-buruh-garment-tekstil-dan-sepatu-gabungan-serikat-buruh-indonesia-ptp-sbgts-gsbi-,ba,2.0,3.0,2.57
perjanjian-kerja-bersama-antara-pt-gistex-garmen-majalengka-dengan-serikat-pekerja-seluruh-indonesia-spsi-pt-gistex-majalengka---2014-2016,ba,2.0,3.0,2.57
perjanjian-kerja-bersama-multi-perusahaan-garmen-subang---2017,ba,1.67,3.25,2.57
perjanjian-kerja-bersama-antara-pt-parkland-world-indonesia-2-dengan-psp-spn-dan-pk-fsbsi-pt-parkland-world-indonesia---2016-2018,ba,2.67,2.75,2.71
perjanjian-kerja-bersama-antara-pt-parigi-laju-sakti-dengan-pengurus-komisariat-serikat-buruh-sejahtera-indonesia---2015-2017,ba,4.0,2.75,3.29
perjanjian-kerja-bersama-multi-perusahaan-antara-gabungan-pengusaha-perkebunan-jabar-banten-dengan-serikat-pekerja-pertanian-dan-perkebunan-serikat-pekerja-seluruh-indonesia-2015---2017,ba,1.67,3.5,2.71
perjanjian-kerja-bersama-antara-pt-spinmil-indah-industry-dengan-puk-spsi-dan-pk-garteks-sbsi-2014---2016,ba,3.0,3.25,3.14
perjanjian-kerja-bersama-antara-pt-lojitex-dengan-serikat-pekerja-nasional-dan-serikat-buruh-sejahtera-indonesia---2014-2015,ba,2.33,2.5,2.43
perjanjian-kerja-bersama-antara-pt-pertiwi-indomas-dengan-spn-unit-kerja-pt-pertiwi-indo-mas---2015-2017,ba,3.0,2.75,2.86
perjanjian-kerja-bersama-antara-pt-notos-dengan-serikat-pekerja-tingkat-perusahaan-pt-notos-21---2015-2017,ba,2.67,2.75,2.71
perjanjian-kerja-bersama-antara-pt-greentex-indonesia-utama-ii-dengan-spm-giuii,ba,2.0,3.0,2.57
perjanjian-kerja-bersama-antara-pt-sandang-mutiara-cemerlang-dengan-sp-tsi-spsi-pt-sandang-mutiara-cemerlang,ba,4.0,2.75,3.29
perjanjian-kerja-bersama-antara-pt-sg-wicus-indonesia-dengan-sp-tsi-spsi-pt-sg-wicus-indonesia,ba,2.0,2.75,2.43
perjanjian-kerja-bersama-antara-pt-shinwon-ebenezer-dengan-sp-tsi-spsi-pt-shinwon-ebenezer,ba,4.0,3.0,3.43
perjanjian-kerja-bersama-antara-pt-trimanunggal-komara-dengan-serikat-pekerja-nasional-spn-,ba,4.33,3.0,3.57
perjanjian-kerja-bersama-antara-pt-trigoldenstar-wicesa-dengan-sp-tsi-spsi-pt-trigoldenstar-wicesa---2012-2014,ba,1.0,3.0,2.14
perjanjian-kerja-bersama-antara-pt-sri-rejeki-isman-tbk-dengan-sptsk---spsi-pt-sri-rejeki-isman-tbk---2014-2016,ba,4.0,3.0,3.43
perjanjian-kerja-bersama-antara-pt-tun-yun-garment-dengan-pk-sbsi-1992---2012-2014,ba,3.33,2.5,2.86
perjanjian-kerja-bersama-antara-pt-tuntex-garment-dengan-sptp-dan-kspsi-2013---2015,ba,5.0,2.75,3.71
perjanjian-kerja-bersama-antara-pt-kemang-food-industries-dengan-fsb-kamiparho-ksbsi-pt-kemang-food-industries-2016---2017,ba,5.0,2.75,3.71
perjanjian-kerja-bersama-antara-pt-master-wovelindo-label-dengan-serikat-pekerja-nasional-spn-2012---2014,ba,2.0,2.75,2.43
perjanjian-kerja-bersama-antara-pt-dream-sentosa-indonesia-dengan-serikat-pekerja-tingkat-perusahaan-sptp-dsi-2013---2014,ba,1.33,2.5,2.0
perjanjian-kerja-bersama-antara-pt-taitat-putra-rejeki-dengan-serikat-pekerja-nasional-spn-pt-taitat-putra-rejeki-2012--2014,ba,2.33,2.5,2.43
perjanjian-kerja-bersama-pkb-antara-pt-c-site-texpia-dengan-sbsi-garteks-dan-spai-fspmi-2015,ba,1.33,3.0,2.29
perjanjian-kerja-bersama-antara-pt-kaho-indah-citra-garment-dengan-spn-pt-kaho-indah-citra-garment-2014---2016,ba,1.33,2.5,2.0
perjanjian-kerja-bersama-antara-pt-star-camtex-dengan-serikat-pekerja-nasional-spn-2013---2016,ba,3.0,3.25,3.14
perjanjian-kerja-bersama-antara-pt-yongjin-javasuka-garment-dengan-serikat-pekerja-tekstil-sandang-kulit-sp-tsk-spsi-2012---2014,ba,1.67,3.0,2.43
perjanjian-kerja-bersama-antara-pt-beesco-indonesia-dengan-serikat-pekerja-pt-beesco-indonesia-2015-2017,ba,5.0,2.25,3.43
perjanjian-kerja-bersama-antara-pt-leetex-garment-indonesia-dengan-spsi-pt-leetex-garment-indonesia-2012---2014,ba,4.67,3.25,3.86
perjanjian-kerja-bersama-antara-pt-sai-apparel-industries-dengan-serikat-pekerja-nasional-2015-2017,ba,5.0,2.75,3.71
perjanjian-kerja-bersama-antara-pt-poong-in-indonesia-dengan-serikat-pekerja-pt-poong-in-2014---2016,ba,3.33,2.75,3.0
perjanjian-kerja-bersama-antara-pt-visionland-semarang-dengan-serikat-pekerja-spsi-2014---2016,ba,1.33,2.5,2.0
perjanjian-kerja-bersama-antara-pt-semarang-garment-dengan-puk-spsi-pt-semarang-garment-2015---2017,ba,3.67,3.0,3.29
perjanjian-kerja-bersama-antara-pt-doosan-sinar-sukabumi-dengan-sptp-pt-doosan-sinar-sukabumi-2014---2016,ba,5.0,3.5,4.14
perjanjian-kerja-bersama-antara-pt-universal-kharisma-garment-dengan-federasi-serikat-pekerja-seluruh-indonesia-2013---2015,ba,3.0,2.75,2.86
perjanjian-kerja-bersama-antara-pt-doosan-jaya-sukabumi-dengan-serikat-pekerja-nasional-2014---2016,ba,3.67,3.25,3.43
perjanjian-kerja-bersama-antara-pt-hisotex-dengan-spn-pt-hisotex,ba,3.67,3.0,3.29
perjanjian-kerja-bersama-antara-pt-bank-lnternasional-indonesia-tbk-bii-dengan-serikat-karyawan-dan-nikeuba-sbsi-pt-bii,ba,4.0,3.25,3.57
perjanjian-kerja-bersama-antara-pt-budi-muaratex-dengan-spn-pt-budi-muaratex,ba,3.0,3.5,3.29
perjanjian-kerja-bersama-antara-pt-bayubahari-santosa-dengan-puk-sp-lem-spsi-pt-bayubahari-santosa,ba,2.67,2.75,2.71
perjanjian-kerja-bersama-antara-pt-hua-sin-indonesia-dengan-pengurus-perwakilan-sbsi-1992-pt-hua-sin-indonesia,ba,2.33,2.75,2.57
perjanjian-kerja-bersama-antara-pt-golden-castle-dengan-puk-serikat-pekerja-tekstil-sandang-dan-kulit-spsi,ba,3.0,3.0,3.0
perjanjian-kerja-bersama-antara-pt-olympic-garment-international-dengan-federasi-serikat-buruh-indonesia-fsbi-,ba,2.0,3.0,2.57
perjanjian-kerja-bersama-antara-pt-angkasa-pura-ii-dengan-serikat-pekerja-pt-angkasa-pura-ii,ba,4.0,2.75,3.29
perjanjian-kerja-bersama-antara-perum-perhutani-dengan-serikat-karyawan-perum-perhutani,ba,2.0,2.75,2.43
perjanjian-kerja-bersama-antara-pt-panasonic-manufacturing-indonesia-dengan-serikat-pekerja-panasonic-gobel,ba,4.33,3.75,4.0
perjanjian-kerja-bersama-antara-pt-mandom-indonesia-tbk-dengan-puk-sp-kep-pt-mandom-indonesia-tbk,ba,2.33,3.0,2.71
perjanjian-kerja-bersama-antara-pt-indonesia-acids-industry-dengan-spsi-unit-kerja-pt-indonesia-acids-industry,ba,1.33,3.0,2.29
perjanjian-kerja-bersama-antara-pt-diametral-evolute-dengan-puk-sp-lem-fspsi-pt-diametral-involute,ba,3.0,3.25,3.14
perjanjian-kerja-bersama-antara-pt-osaga-mas-utama-dengan-psp-spn-pt-osaga-mas-utama,ba,2.0,3.0,2.57
perjanjian-kerja-bersama-antara-pt-asianagro-agungjaya-dengan-puk-rtmm-spsi-pt-asianagro-agung-jaya,ba,1.0,3.5,2.43
perjanjian-kerja-bersama-antara-pt-sarana-meditama-metropolitan-rs-omni-medical-center-dengan-sp-pt-sarana-meditama-metropolitan,ba,1.33,3.75,2.71
